transaction_id,account_id,transaction_ts,type,amount,currency,category,merchant,payment_method,status,city,country,ingested_at
b95107ed-98fb-4518-8cc3-b1c14f0f320d,ACC-01002,2024-12-07T17:39:20,DEBIT,-68.9,EUR,Restaurants,KFC,PAYPAL,SETTLED,Paris,FR,2025-10-28T13:48:14
79ae032e-08dc-4846-a2a1-9221b8a41acc,ACC-01008,2024-12-21T10:19:54,DEBIT,-28.79,EUR,Restaurants,Subway,SEPA,SETTLED,Valencia,ES,2025-10-28T13:48:15
ecfcfdc1-0eac-476e-8d04-cc0f926858ec,ACC-01005,2025-08-07T23:16:50,DEBIT,-82.54,USD,Utilities,Engie,APPLE_PAY,PENDING,Lisbon,PT,2025-10-28T13:48:15
b902c44a-4f8a-47b9-970b-92996b812631,ACC-01009,2024-12-09T13:58:54,DEBIT,-20.64,USD,Transport,SNCF,CARD,SETTLED,Rome,IT,2025-10-28T13:48:15
c1ba7375-d56e-4e9a-9de9-acb7614d0eb1,ACC-01006,2025-02-15T05:24:22,DEBIT,-19.45,EUR,Transport,RATP,CASH,SETTLED,Porto,PT,2025-10-28T13:48:15
3e01408b-edac-46b3-a57d-9f309ca8ce5c,ACC-01002,2025-04-01T03:06:17,DEBIT,-971.65,EUR,Rent,Residence Belleville,CARD,SETTLED,Vancouver,CA,2025-10-28T13:48:14
b3b7be73-52c8-4021-8d63-edfad157f87e,ACC-01007,2024-12-14T11:46:42,DEBIT,-15.74,EUR,Restaurants,McDonalds,CARD,SETTLED,New York,US,2025-10-28T13:48:14
0052a991-6460-444e-8c08-9c97af5910c2,ACC-01009,2024-11-16T20:51:31,DEBIT,-16.83,USD,Transport,SNCF,PAYPAL,SETTLED,Valencia,ES,2025-10-28T13:48:15
136a3c3b-6e4f-40aa-8a30-ee2620cb4251,ACC-01005,2024-11-04T11:43:44,DEBIT,-124.39,USD,Travel,Airbnb,PAYPAL,SETTLED,Leeds,GB,2025-10-28T13:48:15
e58ba963-d6f1-4ef3-83c9-9d0f4e64e025,ACC-01010,2024-12-25T04:39:02,DEBIT,-12.65,EUR,Restaurants,Starbucks,WIRE,FAILED,Hamburg,DE,2025-10-28T13:48:15
fd0ce3d7-a815-4509-9125-decb8eec1af1,ACC-01007,2025-01-24T18:31:55,DEBIT,-22.06,EUR,Transport,SNCF,CARD,SETTLED,Rotterdam,NL,2025-10-28T13:48:14
7d16b215-68a0-4ec4-9a2e-d271b60a116b,ACC-01010,2025-08-19T12:16:45,DEBIT,-10.72,GBP,Entertainment,Spotify,SEPA,SETTLED,Amsterdam,NL,2025-10-28T13:48:15
0fcd7000-a909-47e9-9359-2b87b79d8917,ACC-01005,2025-09-02T01:26:13,DEBIT,-1094.3,EUR,Rent,Appartement Jules Ferry,CARD,SETTLED,Toronto,CA,2025-10-28T13:48:14
f3299759-5b5d-41b4-99fd-24f57aeaa355,ACC-01003,2025-10-09T09:17:16,DEBIT,-6.48,EUR,Transport,Bolt,CARD,SETTLED,Seattle,US,2025-10-28T13:48:15
3cda7d2c-c548-44a1-a828-fb916a556857,ACC-01004,2024-10-30T12:36:47,DEBIT,-115.22,USD,Utilities,Engie,CARD,SETTLED,Antwerp,BE,2025-10-28T13:48:15
3524f8fa-d00f-49cb-b727-d771460fe00a,ACC-01008,2025-05-24T00:50:00,DEBIT,-4.27,USD,Restaurants,Subway,CASH,REVERSED,Amsterdam,NL,2025-10-28T13:48:15
2091bd58-4310-4858-b4d8-572c14448a68,ACC-01005,2025-06-03T06:45:19,DEBIT,-74.83,EUR,Shopping,Decathlon,APPLE_PAY,SETTLED,Marseille,FR,2025-10-28T13:48:15
9aa66c7f-cd80-470e-bf18-7e93473d4491,ACC-01005,2025-10-06T07:49:13,DEBIT,-102.14,EUR,Healthcare,Doctolib,CARD,SETTLED,Turin,IT,2025-10-28T13:48:14
3c3332af-280d-42b5-8d5b-736574b9c427,ACC-01004,2025-10-25T06:19:30,DEBIT,-117.59,EUR,Utilities,Engie,CARD,PENDING,Amsterdam,NL,2025-10-28T13:48:15
f5f8c239-01c0-411b-88cb-92798b396cbe,ACC-01009,2025-09-21T15:18:39,DEBIT,-57.89,EUR,Groceries,Lidl,CARD,SETTLED,Lisbon,PT,2025-10-28T13:48:15
22e774c8-bb06-4d95-98e7-eaab7b6d90ce,ACC-01007,2024-12-30T12:06:31,DEBIT,-1.53,EUR,Shopping,Fnac,CARD,SETTLED,Seville,ES,2025-10-28T13:48:15
d204f117-e4b0-4eb1-a26d-41c6bc4a5c52,ACC-01009,2025-04-01T15:14:16,CREDIT,2257.43,EUR,Salary,TechCorp SAS,CARD,SETTLED,Porto,PT,2025-10-28T13:48:15
6e61c01a-429f-419e-b7e3-cf679f6f41f1,ACC-01009,2025-08-26T06:04:41,CREDIT,74.84,EUR,Refund,Amazon Refund,PAYPAL,PENDING,London,GB,2025-10-28T13:48:15
c6a7d295-c88f-4ff1-a05b-a1906f36d5f0,ACC-01004,2025-07-23T14:57:51,DEBIT,-1078.28,EUR,Rent,Appartement Jules Ferry,SEPA,SETTLED,Amsterdam,NL,2025-10-28T13:48:15
17e2e089-3447-490f-8f4b-477c0be91fca,ACC-01001,2025-02-27T04:54:58,DEBIT,-132.37,EUR,Healthcare,Doctolib,CARD,SETTLED,Amsterdam,NL,2025-10-28T13:48:15
82fd1209-5fe0-447c-908f-842cff343b28,ACC-01006,2025-02-04T20:10:03,CREDIT,2000.44,EUR,Salary,YourCompany SARL,CARD,SETTLED,Lisbon,PT,2025-10-28T13:48:15
9db11666-8109-4e20-be98-7ef662bf36fb,ACC-01001,2024/11/22T19:53:00,DEBIT,-174.81,USD,Healthcare,Pharmacie Centrale,CARD,SETTLED,Lyon,FR,2025-10-28T13:48:15
c161a9ce-81c8-4580-b681-81dc1e3e4dc7,ACC-01004,2025-03-07T21:52:53,DEBIT,-9.88,EUR,Restaurants,McDonalds,CARD,SETTLED,Berlin,DE,2025-10-28T13:48:15
64487716-7977-4a9a-951a-3d3d4b77be51,ACC-01001,2024-12-30T02:49:10,DEBIT,-0.91,EUR,restaurants,Subway,SEPA,SETTLED,Brussels,BE,2025-10-28T13:48:15
fd801ee5-fbce-43ae-a140-2e89241c6f61,ACC-01001,2025-04-09T21:05:57,DEBIT,-32.55,EUR,Groceries,Auchan,PAYPAL,SETTLED,Vancouver,CA,2025-10-28T13:48:14
02a0b85e-7c56-45b1-8a54-4df18437077e,ACC-01003,2024-12-05T14:45:58,DEBIT,-669.54,EUR,Rent,Appartement Jules Ferry,PAYPAL,SETTLED,Amsterdam,NL,2025-10-28T13:48:14
c6f1c5ef-f7dc-43b7-b906-9cba87d0e341,ACC-01006,2025-02-12T02:29:52,DEBIT,-113.65,EUR,Education,Coursera,CARD,SETTLED,Hamburg,DE,2025-10-28T13:48:15
ae36d57a-b51b-4fad-9ba6-6c6ce41bc25c,ACC-01004,2025-08-23T06:12:25,DEBIT,-35.8,EUR,Utilities,Orange,CARD,SETTLED,Hamburg,DE,2025-10-28T13:48:15
5595b33c-a157-4a37-936f-e1a00a4a0bed,ACC-01002,2025-09-24T04:23:30,DEBIT,-185.52,EUR,Travel,Booking.com,APPLE_PAY,SETTLED,Rome,IT,2025-10-28T13:48:14
295f5a1b-22f5-4ae0-ad16-40ebf544debb,ACC-01001,2025-07-15T06:57:26,CREDIT,2804.7,EUR,Salary,TechCorp SAS,CARD,SETTLED,Lisbon,PT,2025-10-28T13:48:14
a575cef2-cc5f-4182-82f0-941ac2abde31,ACC-01003,2025-06-17T17:01:04,DEBIT,-7.08,USD,Entertainment,Cinema Gaumont,SEPA,SETTLED,Lisbon,PT,2025-10-28T13:48:14
588e027e-8119-4705-ae4a-ae27ac7c2e31,ACC-01007,2025-10-26T18:29:42,DEBIT,-8.08,EUR,Transport,Bolt,WIRE,SETTLED,Vancouver,CA,2025-10-28T13:48:15
7b526f46-46d2-4a45-a30c-d870412db644,ACC-01002,2025-08-08T11:51:55,CREDIT,2337.53,EUR,Salary,YourCompany SARL,PAYPAL,SETTLED,Lisbon,PT,2025-10-28T13:48:15
27eafa43-f095-4f88-b750-fa9786c66445,ACC-01004,2025-02-23T09:34:58,CREDIT,3063.42,EUR,Salary,TechCorp SAS,PAYPAL,SETTLED,Munich,DE,2025-10-28T13:48:15
0c05924b-08fe-4b6a-a112-c6a4640ab7e1,ACC-01010,2025-03-16T04:27:18,DEBIT,-10.22,EUR,Transport,Uber,SEPA,SETTLED,Lisbon,PT,2025-10-28T13:48:15
9b37ad78-1899-4462-bf79-bde9be7e3fc5,ACC-01010,2025-10-02T12:00:40,DEBIT,-24.43,EUR,Entertainment,Cinema Gaumont,WIRE,SETTLED,Amsterdam,NL,2025-10-28T13:48:14
e8d589f7-773f-4a88-88eb-22c99366ddaf,ACC-01009,2025-05-17T09:08:22,DEBIT,-2.5,EUR,Entertainment,Cinema Gaumont,CARD,SETTLED,London,GB,2025-10-28T13:48:14
dec20507-ada6-472b-983a-da08479f8954,ACC-01003,2025-09-13T09:53:30,DEBIT,-34.0,EUR,Restaurants,McDonalds,CARD,SETTLED,Rotterdam,NL,2025-10-28T13:48:15
2a353cc4-bb69-42ff-a999-b99c2fb3f01f,ACC-01007,2025-07-24T15:42:48,DEBIT,-112.2,USD,Healthcare,Clinique Pasteur,CARD,SETTLED,Nice,FR,2025-10-28T13:48:15
ab546afe-33f2-43c7-9322-b4c0d0e9fcec,ACC-01006,2025-08-28T20:31:25,DEBIT,-21.08,EUR,Restaurants,Starbucks,CARD,SETTLED,Rome,IT,2025-10-28T13:48:15
b58f8e78-2056-4da6-b9e6-9f2c82d1b52b,ACC-01010,2025-08-16T06:24:31,DEBIT,-91.02,USD,Utilities,EDF,WIRE,SETTLED,Seattle,US,2025-10-28T13:48:15
aab1f9de-fff5-42d5-9f0c-45a1884c8255,ACC-01009,2024-11-14T03:57:59,DEBIT,-27.9,EUR,Healthcare,Clinique Pasteur,PAYPAL,SETTLED,Toronto,CA,2025-10-28T13:48:15
1881664e-646b-41d9-8fe1-94bc4a1289c7,ACC-01005,2025-03-08T22:19:44,DEBIT,-117.41,EUR,Travel,EasyJet,CARD,SETTLED,Nantes,FR,2025-10-28T13:48:15
d81f4c30-0798-4974-aa20-c77c09e24e16,ACC-01008,2025-01-06T15:46:10,DEBIT,-295.33,EUR,Education,Coursera,CARD,SETTLED,Turin,IT,2025-10-28T13:48:15
80a52213-f335-4db0-accd-5d6368a94e80,ACC-01003,2025-10-26T06:02:58,DEBIT,-93.18,USD,Utilities,Orange,CARD,SETTLED,Lisbon,PT,2025-10-28T13:48:14
28cc6445-c7e3-42a2-952b-5ad2c22b35d2,ACC-01005,2025-06-04T17:00:25,CREDIT,59.57,EUR,Refund,Amazon Refund,PAYPAL,SETTLED,New York,US,2025-10-28T13:48:14
73918101-79c7-4f53-8726-a230b576eb0a,ACC-01007,2025-02-28T02:43:53,DEBIT,-13.21,EUR,Entertainment,Steam,CARD,SETTLED,Berlin,DE,2025-10-28T13:48:14
7d16119e-ccd7-4162-9156-e715aa54f35e,ACC-01003,2025-08-21T19:43:32,DEBIT,-69.11,USD,Utilities,Orange,CARD,SETTLED,Montreal,CA,2025-10-28T13:48:15
61b3e284-f1c2-403d-ac4e-37989cb09b76,ACC-01003,2024-11-06T20:32:12,DEBIT,-43.25,EUR,Utilities,Engie,CARD,SETTLED,Munich,DE,2025-10-28T13:48:15
0c59a7cd-d84a-4c1e-aac4-f7f0b7921e12,ACC-01008,2024-11-07T04:39:46,DEBIT,-29.61,GBP,Transport,Bolt,CASH,SETTLED,Munich,DE,2025-10-28T13:48:15
0e8ae8e9-e812-438a-87fa-86853b6a6050,ACC-01003,2025-06-13T13:32:49,DEBIT,-642.92,EUR,Rent,Appartement Jules Ferry,SEPA,PENDING,Bordeaux,FR,2025-10-28T13:48:15
c3e8235a-7dd8-4d16-89dc-8e65810a6de2,ACC-01010,2025-07-01T02:42:30,DEBIT,-15.65,EUR,Entertainment,Spotify,PAYPAL,SETTLED,Berlin,DE,2025-10-28T13:48:14
283b28ca-0756-4844-bbaa-b9bfd4af9b7b,ACC-01007,2025-04-22T11:53:37,DEBIT,-19.2,EUR,Entertainment,Cinema Gaumont,SEPA,SETTLED,Rome,IT,2025-10-28T13:48:15
d344d730-5f4d-479e-a74f-a697a3900907,ACC-01007,2025-04-05T11:49:12,DEBIT,-61.38,EUR,Healthcare,Clinique Pasteur,CARD,SETTLED,Amsterdam,NL,2025-10-28T13:48:15
4d2d124f-2ea4-47ae-946b-5090cbde5861,ACC-01005,2025-08-11T02:06:38,DEBIT,-57.49,EUR,Restaurants,McDonalds,WIRE,SETTLED,Brussels,BE,2025-10-28T13:48:15
6fe2a7a8-af50-45c7-ab86-8834abce1627,ACC-01008,2025-04-29T16:32:38,DEBIT,-103.13,EUR,Education,Coursera,CASH,SETTLED,Barcelona,ES,2025-10-28T13:48:15
31b6126e-021a-4327-931c-debcb9a9384c,ACC-01010,2025-10-07T02:18:53,CREDIT,2477.84,USD,Salary,TechCorp SAS,CARD,SETTLED,Austin,US,2025-10-28T13:48:15
d025cd4e-2c3e-4fcc-af6f-1e7eba7a2b2c,ACC-01006,2025-08-29T09:54:54,DEBIT,-51.4,USD,Shopping,Decathlon,CARD,SETTLED,Vancouver,CA,2025-10-28T13:48:14
bb12f74a-f336-41d5-8ed7-4d690cdf8512,ACC-01001,2025-06-07T15:44:22,DEBIT,-264.41,EUR,Travel,EasyJet,CARD,SETTLED,Paris,FR,2025-10-28T13:48:15
67eb681c-e983-4dda-8954-560426ecf16c,ACC-01008,2025-10-28T04:51:18,DEBIT,-43.39,EUR,Groceries,Monoprix,CARD,SETTLED,New York,US,2025-10-28T13:48:14
74e665e2-6c4a-425c-93f0-b3b1cfbda087,ACC-01005,2025-03-16T04:20:07,DEBIT,-17.59,EUR,Transport,RATP,CARD,SETTLED,Amsterdam,NL,2025-10-28T13:48:14
73bdf524-b398-4c00-b638-41d5e6ffcc08,ACC-01006,2025-02-13T03:49:13,DEBIT,-14.02,EUR,Restaurants,Starbucks,APPLE_PAY,SETTLED,London,GB,2025-10-28T13:48:15
fb7fd6a6-fc6c-4801-a474-ec367fce00ed,ACC-01001,2025-03-28T02:29:02,DEBIT,-70.76,EUR,Healthcare,Pharmacie Centrale,CASH,SETTLED,Leeds,GB,2025-10-28T13:48:14
12ced4fe-883b-42b1-b9c9-8e94da3ced73,ACC-01009,2025-06-14T05:09:01,DEBIT,-1024.98,EUR,Rent,Residence Belleville,CASH,SETTLED,Turin,IT,2025-10-28T13:48:14
6e85b052-2b2e-4701-b79b-50a199d5f0a9,ACC-01008,2025-09-29T01:17:41,DEBIT,-90.46,EUR,Healthcare,Doctolib,WIRE,SETTLED,Birmingham,GB,2025-10-28T13:48:15
7a86c541-8b2d-4b1e-a027-d001c31d159d,ACC-01002,2025-07-06T00:53:16,DEBIT,-71.96,EUR,Travel,Air France,CARD,SETTLED,Porto,PT,2025-10-28T13:48:15
85d87c08-7367-40c9-ae32-b8f6857f9406,ACC-01004,2025-07-08T17:28:49,DEBIT,-95.7,EUR,Shopping,Zara,CARD,SETTLED,Seville,ES,2025-10-28T13:48:15
ec413418-62f5-4168-a563-4313112b3b40,ACC-01005,2024-12-01T10:28:08,DEBIT,-23.2,EUR,Transport,Bolt,SEPA,SETTLED,Montreal,CA,2025-10-28T13:48:14
6df3b18c-2458-4a16-a9e2-2b5dba36375b,ACC-01003,2025-09-12T06:28:43,DEBIT,-32.36,EUR,Restaurants,McDonalds,CARD,SETTLED,Valencia,ES,2025-10-28T13:48:15
f4e5ec19-ee00-46fe-bf7e-ecae70940dfa,ACC-01001,2025-02-07T03:59:50,DEBIT,-13.12,EUR,Entertainment,Cinema Gaumont,PAYPAL,SETTLED,Brussels,BE,2025-10-28T13:48:15
5c5d6968-8aa7-446f-82fe-632bce6039a9,ACC-01006,2025-09-18T16:00:31,DEBIT,-9.98,EUR,Transport,Uber,CARD,SETTLED,Rotterdam,NL,2025-10-28T13:48:14
fe2c760f-1454-4374-ab35-4877a9374878,ACC-01007,2025-03-18T20:05:11,DEBIT,-2.14,EUR,Healthcare,Pharmacie Centrale,SEPA,SETTLED,Milan,IT,2025-10-28T13:48:15
d9683975-b4b1-47e7-8709-473309b242a8,ACC-01005,2024-12-30T09:27:00,DEBIT,-31.99,EUR,Groceries,Monoprix,CARD,SETTLED,Lyon,FR,2025-10-28T13:48:15
de7f5da5-0052-4dac-84fc-7db9afde599f,ACC-01006,2024-11-13T00:43:21,DEBIT,-34.18,EUR,Groceries,Auchan,CARD,SETTLED,Austin,US,2025-10-28T13:48:15
44721833-806e-4daa-99ce-73cf78338572,ACC-01006,2025-05-13T07:24:40,DEBIT,-199.19,USD,Travel,Air France,SEPA,SETTLED,Seville,ES,2025-10-28T13:48:15
d4f820fb-31e1-442e-aa59-f988c1df0451,ACC-01009,2025-06-12T09:00:54,DEBIT,-127.24,EUR,Shopping,Amazon,SEPA,PENDING,Barcelona,ES,2025-10-28T13:48:15
c5dc001e-1110-4e69-a462-d4753c9cb488,ACC-01002,2025-06-29T14:07:40,DEBIT,-71.49,USD,Healthcare,Pharmacie Centrale,CARD,SETTLED,Manchester,GB,2025-10-28T13:48:15
23615746-35b5-4f73-ba93-65238c8834de,ACC-01005,2025-10-16T07:13:51,DEBIT,-11.43,GBP,Entertainment,Spotify,SEPA,PENDING,Amsterdam,NL,2025-10-28T13:48:14
5393cff0-95ce-4c19-ba43-e3dbeed8d564,ACC-01010,2025-09-04T02:37:53,DEBIT,-199.3,EUR,Healthcare,Doctolib,SEPA,SETTLED,Manchester,GB,2025-10-28T13:48:15
414696ce-7c09-4b99-b6cb-198381cd41de,ACC-01009,2025-05-11T08:08:12,CREDIT,1720.47,EUR,Salary,,CARD,SETTLED,Rome,IT,2025-10-28T13:48:14
c1a1dce3-d850-4ada-92a8-de395827835f,ACC-01010,2025-07-04T01:02:10,DEBIT,-282.48,EUR,Travel,EasyJet,CARD,SETTLED,Porto,PT,2025-10-28T13:48:14
4f36f062-69c9-44d5-af20-627896673115,ACC-01007,2025-09-22T23:03:12,DEBIT,-70.77,EUR,Groceries,Carrefour,CASH,SETTLED,Madrid,ES,2025-10-28T13:48:15
f2f656a3-f9fc-44ba-918b-8b17b0c27345,ACC-01004,2025-03-24T21:55:12,DEBIT,-88.1,GBP,Healthcare,Doctolib,CARD,PENDING,San Francisco,US,2025-10-28T13:48:15
b83ef713-addc-43e1-93db-671ebe2e6d97,ACC-01004,2024-12-27T18:59:53,DEBIT,-122.6,EUR,Healthcare,Pharmacie Centrale,CARD,SETTLED,Munich,DE,2025-10-28T13:48:14
56111f76-d499-4206-adde-3fec6c59532d,ACC-01008,2025-02-05T05:58:10,DEBIT,-795.55,USD,Rent,Appartement Jules Ferry,CARD,SETTLED,Lyon,FR,2025-10-28T13:48:15
5ae506ca-62ff-44fb-abec-f8316ac5b1b0,ACC-01009,2025-08-05T05:52:07,CREDIT,3206.31,EUR,Salary,TechCorp SAS,APPLE_PAY,SETTLED,Seattle,US,2025-10-28T13:48:14
2b7d1d6a-527e-4381-98b3-6f490539cb5f,ACC-01004,2025-01-25T09:40:52,DEBIT,-68.66,EUR,Groceries,Monoprix,CARD,SETTLED,Berlin,DE,2025-10-28T13:48:15
77ce2dde-8eb1-4049-b938-9f449b7a114c,ACC-01001,2025-10-07T03:42:00,DEBIT,-6.88,EUR,Healthcare,Doctolib,APPLE_PAY,SETTLED,Berlin,DE,2025-10-28T13:48:15
6f1a077a-2eb9-4ed9-9ba6-636cfd95e8ff,ACC-01009,2024-12-26T07:31:52,DEBIT,-9.05,EUR,Entertainment,Cinema Gaumont,CASH,SETTLED,Montreal,CA,2025-10-28T13:48:15
bad0ee9b-93a8-4a06-aefa-34667252da73,ACC-01008,2025-03-28T22:14:46,DEBIT,-70.95,EUR,Healthcare,Clinique Pasteur,CARD,REVERSED,Nice,FR,2025-10-28T13:48:15
